ID;Autor (Ano);DOI;País;Revista;Tipo de estudo;Cultura;Cultura Adj;Bioinsumo;Categoria;Origem;Microrganismo/Ingrediente ativo;Tratamento;Classe;Objetivo;Delineamento;Nº repetições;Forma de aplicação;Dose;Época de aplicação;Condições edafoclimáticas;Tipo de solo;Germinacao (%);Estande inicial (plantas m⁻²);Estande final (plantas m⁻²);Altura de planta (cm);Diâmetro do caule (mm);Comprimento de raiz (cm);Volume radicular (cm³);Área radicular (cm²);Massa fresca da parte aérea (g planta⁻¹);Massa seca da parte aérea (g planta⁻¹);Massa fresca de raízes (g planta⁻¹);Massa seca de raízes (g planta⁻¹);Massa seca total (g planta⁻¹);Área foliar (cm² planta⁻¹);Índice de área foliar (IAF);Número de folhas (planta⁻¹);Número de perfilhos (planta⁻¹);Número de panículas (planta⁻¹);Número de vagens (planta⁻¹);Número de grãos por panícula;Número de grãos por vagem;Peso de 100 grãos (g);Peso de 1.000 grãos (g);Massa de grãos por planta (g planta⁻¹);Produtividade (kg ha⁻¹);Incremento de produtividade (%);Clorofila (SPAD);Fotossíntese líquida (μmol CO₂ m⁻² s⁻¹);Transpiração (mmol H₂O m⁻² s⁻¹);Condutância estomática (mol H₂O m⁻² s⁻¹);Eficiência do uso da água;Nitrogênio foliar (g kg⁻¹);Fósforo foliar (g kg⁻¹);Potássio foliar (g kg⁻¹);Acúmulo de nutrientes (kg ha⁻¹);Incidência de doença (%);Severidade de doença (%);Controle de doença (%);População de pragas;Controle de pragas (%);Biomassa microbiana (mg C kg⁻¹ solo);Respiração basal (mg C-CO₂ kg⁻¹ dia⁻¹);Atividade enzimática (μg pNP g⁻¹ h⁻¹);Colonização micorrízica (%);pH do solo;Matéria orgânica (g dm⁻³);Carbono orgânico (g kg⁻¹);Densidade do solo (g cm⁻³);Porosidade total (%);Umidade do solo (%);Redução de fertilizantes (%);Redução de pesticidas (%);Emissões de GEE (t CO₂ eq ha⁻¹);Sequestro de carbono (Mg C ha⁻¹);Saúde do solo;Eficiência nutricional;Impacto ambiental;Principais resultados;Limitações;Financiamento;Conflito de interesses;Risco de viés (JBI);Observações;Revisor
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma asperellum B6;Campo – parcela controle sem antracnose (mock) – Flor de Mayo Anita – T. asperellum B6;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma longibrachiatum MK1;Campo – parcela controle sem antracnose (mock) – Flor de Mayo Anita – T. longibrachiatum MK1;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma atroviride P1;Campo – parcela controle sem antracnose (mock) – Flor de Mayo Anita – T. atroviride P1;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma harzianum T22;Campo – parcela controle sem antracnose (mock) – Flor de Mayo Anita – T. harzianum T22;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Controle sem Trichoderma;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Sem Trichoderma;Campo – parcela controle sem antracnose (mock) – Negro San Luis – Controle;Controle;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tratamento de referência da mesma cultivar e condição ambiental.;Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma asperellum B6;Campo – parcela controle sem antracnose (mock) – Negro San Luis – T. asperellum B6;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma longibrachiatum MK1;Campo – parcela controle sem antracnose (mock) – Negro San Luis – T. longibrachiatum MK1;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma atroviride P1;Campo – parcela controle sem antracnose (mock) – Negro San Luis – T. atroviride P1;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma harzianum T22;Campo – parcela controle sem antracnose (mock) – Negro San Luis – T. harzianum T22;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Controle sem Trichoderma;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Sem Trichoderma;Campo – parcela controle sem antracnose (mock) – Pinto Villa – Controle;Controle;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Tratamento de referência da mesma cultivar e condição ambiental.;Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma asperellum B6;Campo – parcela controle sem antracnose (mock) – Pinto Villa – T. asperellum B6;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma longibrachiatum MK1;Campo – parcela controle sem antracnose (mock) – Pinto Villa – T. longibrachiatum MK1;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
21;Gutiérrez-Moreno et al. (2021);https://doi.org/10.3390/plants10081739;México;Plants;Experimentos em casa de vegetação e campo;Feijão comum (Phaseolus vulgaris L.);Feijão;Trichoderma spp.;Fungo bioestimulante e agente de biocontrole;Cepas fornecidas pelo Institute for Sustainable Plant Protection, CNR-IPSP, Portici, Itália;Trichoderma atroviride P1;Campo – parcela controle sem antracnose (mock) – Pinto Villa – T. atroviride P1;Fungo;Avaliar como cepa, cultivar e ambiente alteram os efeitos da inoculação de sementes com Trichoderma sobre antracnose e rendimento de sementes.;"Split-plot; distribuição espacial completamente aleatorizada dentro das parcelas";2;"Inoculação de sementes por imersão em suspensão de esporos; secagem durante a noite";"1 × 10⁷ esporos mL⁻¹; cinco sementes em 3 mL; amido 2% m/v";"Antes da semeadura; desafio foliar com Colletotrichum lindemuthianum no estádio de 3–5 folhas trifolioladas";"Campo experimental do CINVESTAV, Irapuato, Guanajuato; 1.800 m; 20°43′13″ N, 101°19′43″ W; março–agosto de 2019.";Solo do campo experimental;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"O efeito sobre severidade da antracnose e rendimento foi dependente da cepa, cultivar e ambiente; os padrões de casa de vegetação tiveram baixo valor preditivo para o campo.";Os autores destacam baixa reprodutibilidade entre ambientes e influência de fatores bióticos e abióticos não controlados no campo.;"Consejo Nacional de Ciencia y Tecnología (CONACyT) de México, bolsa 462186; projeto bilateral CONACyT-CNR 278283; projeto CNR CUP B72F16001460005.";Os autores declararam ausência de conflito de interesses.;;"Risco de viés JBI não avaliado: informações insuficientes para aplicação segura de instrumento JBI específico ao experimento agronômico. Severidade da antracnose e massa seca de sementes por planta foram apresentadas apenas em boxplots; valores absolutos não foram transcritos por não poderem ser lidos com segurança. No campo, foram semeadas 8 sementes por combinação em cada subparcela; as duas subparcelas por condição constituem as repetições ao nível de parcela.";Wilhan
